experimen_no,algorithm,query_strategy,number_of_instances,f1
8,"state=6/foldid=1/ask_ids=['105:4', '82:4', '157:3', '69:2', '149:2', '94:2', '62:4', '126:2', '112:2', '124:2']",cnn-sep,lc,138,0.8596065699006875
9,"state=6/foldid=1/ask_ids=['81:3', '163:1', '103:2', '158:1', '147:2', '129:2', '97:3', '49:4', '51:1', '86:2']",cnn-sep,lc,148,0.7958882527848045
10,"state=6/foldid=1/ask_ids=['68:2', '84:2', '90:1', '127:2', '130:2', '59:2', '138:2', '83:2', '72:2', '99:2']",cnn-sep,lc,158,0.8001670405004107
11,"state=6/foldid=1/ask_ids=['139:2', '119:2', '152:2', '121:2', '91:2', '114:2', '111:4', '135:3']",cnn-sep,lc,166,0.7157585147029317
12,"state=6/foldid=1/ask_ids=['102:2', '165:4', '85:4', '164:1', '68:2', '114:2', '83:2', '130:2', '50:1', '116:3']",cnn-sep,rs,58,0.7353009440358839
13,"state=6/foldid=1/ask_ids=['154:1', '96:3', '67:1', '142:1', '106:2', '161:3', '137:1', '107:2', '146:1', '147:2']",cnn-sep,rs,68,0.7986225630577818
14,"state=6/foldid=1/ask_ids=['151:4', '51:1', '56:4', '129:2', '121:2', '124:2', '139:2', '141:2', '157:3', '99:2']",cnn-sep,rs,78,0.754125138427464
15,"state=6/foldid=1/ask_ids=['104:3', '140:1', '64:1', '71:3', '53:2', '72:2', '134:1', '78:1', '113:3', '90:1']",cnn-sep,rs,88,0.8259119812583668
16,"state=6/foldid=1/ask_ids=['145:1', '105:4', '119:2', '97:3', '94:2', '131:1', '132:2', '150:1', '144:3', '128:3']",cnn-sep,rs,98,0.7453825586178527
17,"state=6/foldid=1/ask_ids=['125:4', '93:1', '82:4', '111:4', '159:1', '118:1', '160:1', '73:3', '52:3', '153:4']",cnn-sep,rs,108,0.8337600758653391
18,"state=6/foldid=1/ask_ids=['65:4', '61:4', '123:4', '55:4', '115:4', '127:2', '92:1', '76:1', '109:3', '66:1']",cnn-sep,rs,118,0.8347342569617364
19,"state=6/foldid=1/ask_ids=['122:1', '149:2', '88:3', '70:4', '155:2', '48:4', '163:1', '89:3', '87:4', '156:4']",cnn-sep,rs,128,0.826007656126618
20,"state=6/foldid=1/ask_ids=['80:3', '95:1', '75:1', '98:2', '63:4', '158:1', '59:2', '152:2', '69:2', '108:3']",cnn-sep,rs,138,0.8484786905839538
21,"state=6/foldid=1/ask_ids=['60:1', '91:2', '138:2', '62:4', '126:2', '162:2', '143:3', '81:3', '103:2', '136:2']",cnn-sep,rs,148,0.806704260651629
22,"state=6/foldid=1/ask_ids=['117:3', '74:3', '101:1', '77:2', '110:3', '133:4', '54:1', '84:2', '148:3', '49:4']",cnn-sep,rs,158,0.781312167085081
23,"state=6/foldid=1/ask_ids=['57:4', '112:2', '135:3', '58:3', '86:2', '120:4', '79:3', '100:1']",cnn-sep,rs,166,0.8519762763883704
0,"state=6/foldid=2/ask_ids=['51:1', '116:3', '159:1', '67:1', '146:1', '76:1', '158:1', '61:4', '56:4', '65:4']",cnn-sep,lc,58,0.7009240759240759
1,"state=6/foldid=2/ask_ids=['49:3', '143:3', '104:3', '109:3', '144:3', '138:2', '148:3', '81:3', '78:1', '105:4']",cnn-sep,lc,68,0.7757468375035608
2,"state=6/foldid=2/ask_ids=['92:1', '69:2', '99:2', '114:2', '106:2', '93:1', '136:2', '68:2', '157:2', '150:1']",cnn-sep,lc,78,0.7230659466104672
3,"state=6/foldid=2/ask_ids=['101:1', '160:1', '95:1', '131:1', '137:1', '145:1', '134:1', '165:4', '87:4', '63:3']",cnn-sep,lc,88,0.7461592670894996
4,"state=6/foldid=2/ask_ids=['72:2', '141:2', '112:2', '115:4', '108:2', '123:4', '156:4', '122:1', '98:2', '58:3']",cnn-sep,lc,98,0.7396462639109698
5,"state=6/foldid=2/ask_ids=['85:3', '71:3', '57:3', '88:3', '151:3', '111:4', '128:3', '79:3', '55:3', '82:3']",cnn-sep,lc,108,0.8029045515887622
6,"state=6/foldid=2/ask_ids=['118:1', '50:1', '100:1', '154:1', '66:1', '64:1', '103:2', '70:4', '126:2', '120:4']",cnn-sep,lc,118,0.7989137507229613
7,"state=6/foldid=2/ask_ids=['153:4', '89:3', '48:3', '133:4', '53:2', '162:2', '59:2', '132:2', '135:2', '96:2']",cnn-sep,lc,128,0.7929791271347248
8,"state=6/foldid=2/ask_ids=['119:2', '152:2', '127:2', '121:2', '91:2', '110:3', '113:2', '139:2', '77:2', '147:2']",cnn-sep,lc,138,0.7834854758767802
9,"state=6/foldid=2/ask_ids=['97:3', '62:4', '142:1', '164:1', '60:1', '140:1', '163:1', '130:2', '94:2', '90:1']",cnn-sep,lc,148,0.5744696839574029
10,"state=6/foldid=2/ask_ids=['52:3', '73:2', '84:2', '102:2', '117:3', '74:3', '124:2', '107:2', '54:1', '129:2']",cnn-sep,lc,158,0.8164880366749703
11,"state=6/foldid=2/ask_ids=['86:2', '80:2', '149:2', '161:2', '83:2', '155:2', '75:1', '125:3']",cnn-sep,lc,166,0.8029045515887622
12,"state=6/foldid=2/ask_ids=['107:2', '122:1', '76:1', '54:1', '161:2', '133:4', '162:2', '105:4', '146:1', '79:3']",cnn-sep,rs,58,0.716983016983017
13,"state=6/foldid=2/ask_ids=['144:3', '77:2', '159:1', '80:2', '55:3', '131:1', '56:4', '119:2', '88:3', '165:4']",cnn-sep,rs,68,0.715178800494135
14,"state=6/foldid=2/ask_ids=['81:3', '109:3', '69:2', '86:2', '61:4', '67:1', '134:1', '70:4', '158:1', '163:1']",cnn-sep,rs,78,0.5989211550940947
15,"state=6/foldid=2/ask_ids=['156:4', '62:4', '138:2', '84:2', '89:3', '60:1', '115:4', '106:2', '72:2', '141:2']",cnn-sep,rs,88,0.7903729342699107
16,"state=6/foldid=2/ask_ids=['145:1', '87:4', '150:1', '148:3', '66:1', '160:1', '74:3', '101:1', '94:2', '103:2']",cnn-sep,rs,98,0.7379234018609617
17,"state=6/foldid=2/ask_ids=['48:3', '98:2', '97:3', '143:3', '128:3', '135:2', '152:2', '130:2', '93:1', '114:2']",cnn-sep,rs,108,0.7076102621811577
18,"state=6/foldid=2/ask_ids=['49:3', '116:3', '95:1', '112:2', '164:1', '140:1', '59:2', '50:1', '75:1', '149:2']",cnn-sep,rs,118,0.7736111111111111
19,"state=6/foldid=2/ask_ids=['102:2', '99:2', '155:2', '154:1', '157:2', '78:1', '85:3', '142:1', '52:3', '153:4']",cnn-sep,rs,128,0.7411259185452734
20,"state=6/foldid=2/ask_ids=['90:1', '96:2', '92:1', '129:2', '132:2', '139:2', '68:2', '51:1', '91:2', '64:1']",cnn-sep,rs,138,0.8169139194139194
21,"state=6/foldid=2/ask_ids=['121:2', '65:4', '151:3', '73:2', '83:2', '111:4', '147:2', '110:3', '104:3', '108:2']",cnn-sep,rs,148,0.7613665816288281
22,"state=6/foldid=2/ask_ids=['123:4', '124:2', '117:3', '118:1', '126:2', '125:3', '82:3', '100:1', '137:1', '113:2']",cnn-sep,rs,158,0.831781727044885
23,"state=6/foldid=2/ask_ids=['58:3', '127:2', '71:3', '136:2', '53:2', '120:4', '57:3', '63:3']",cnn-sep,rs,166,0.8315247052220751
0,"state=7/foldid=0/ask_ids=['117:3', '111:4', '122:1', '143:3', '51:1', '148:3', '147:2', '89:3', '53:2', '140:1']",cnn-sep,lc,58,0.7827767642985034
1,"state=7/foldid=0/ask_ids=['65:4', '104:3', '62:4', '82:3', '103:2', '141:2', '142:1', '72:2', '112:2', '129:2']",cnn-sep,lc,68,0.7659895315709269
2,"state=7/foldid=0/ask_ids=['64:1', '144:3', '70:4', '57:3', '52:3', '55:3', '83:2', '63:3', '87:4', '153:4']",cnn-sep,lc,78,0.7242015566290929
3,"state=7/foldid=0/ask_ids=['66:1', '158:1', '105:4', '160:1', '88:3', '131:1', '163:1', '75:1', '146:1', '151:3']",cnn-sep,lc,88,0.7749116161616162
4,"state=7/foldid=0/ask_ids=['161:2', '69:2', '134:1', '136:2', '162:2', '116:3', '132:2', '50:1', '54:1', '119:2']",cnn-sep,lc,98,0.7590097944957279
5,"state=7/foldid=0/ask_ids=['74:3', '101:1', '114:2', '99:2', '71:3', '78:1', '145:1', '149:2', '107:2', '102:2']",cnn-sep,lc,108,0.8117588932806324
6,"state=7/foldid=0/ask_ids=['127:2', '91:2', '59:2', '124:2', '61:4', '135:2', '128:3', '121:2', '113:2', '108:2']",cnn-sep,lc,118,0.775248743066146
7,"state=7/foldid=0/ask_ids=['56:4', '92:1', '58:3', '164:1', '81:3', '138:2', '97:3', '156:4', '126:2', '98:1']",cnn-sep,lc,128,0.7412820512820513
8,"state=7/foldid=0/ask_ids=['118:1', '137:1', '165:4', '106:2', '73:2', '154:1', '86:2', '139:2', '80:2', '95:1']",cnn-sep,lc,138,0.7776470407284362
9,"state=7/foldid=0/ask_ids=['93:1', '76:1', '90:1', '159:1', '130:2', '150:1', '67:1', '94:2', '123:4', '68:2']",cnn-sep,lc,148,0.7447939702196669
10,"state=7/foldid=0/ask_ids=['110:2', '48:4', '77:2', '155:2', '152:2', '133:4', '84:2', '157:2', '96:2', '60:1']",cnn-sep,lc,158,0.7532349896480331
11,"state=7/foldid=0/ask_ids=['120:4', '125:4', '109:3', '100:1', '115:4', '49:3', '85:3', '79:3']",cnn-sep,lc,166,0.794733774996933
12,"state=7/foldid=0/ask_ids=['150:1', '152:2', '95:1', '109:3', '53:2', '58:3', '94:2', '153:4', '73:2', '103:2']",cnn-sep,rs,58,0.7025017685149916
13,"state=7/foldid=0/ask_ids=['50:1', '90:1', '88:3', '78:1', '68:2', '92:1', '139:2', '142:1', '112:2', '146:1']",cnn-sep,rs,68,0.7180303030303029
14,"state=7/foldid=0/ask_ids=['98:1', '71:3', '72:2', '119:2', '85:3', '62:4', '117:3', '99:2', '82:3', '69:2']",cnn-sep,rs,78,0.7747531701838941
15,"state=7/foldid=0/ask_ids=['131:1', '144:3', '63:3', '66:1', '147:2', '126:2', '132:2', '128:3', '125:4', '114:2']",cnn-sep,rs,88,0.7499415204678362
16,"state=7/foldid=0/ask_ids=['143:3', '104:3', '64:1', '106:2', '93:1', '140:1', '123:4', '165:4', '127:2', '149:2']",cnn-sep,rs,98,0.770000945000945
17,"state=7/foldid=0/ask_ids=['133:4', '163:1', '102:2', '77:2', '141:2', '51:1', '145:1', '161:2', '84:2', '56:4']",cnn-sep,rs,108,0.7685817805383023
18,"state=7/foldid=0/ask_ids=['162:2', '156:4', '122:1', '134:1', '89:3', '97:3', '67:1', '164:1', '79:3', '151:3']",cnn-sep,rs,118,0.7475796083254789
19,"state=7/foldid=0/ask_ids=['74:3', '136:2', '81:3', '55:3', '154:1', '60:1', '120:4', '113:2', '75:1', '100:1']",cnn-sep,rs,128,0.7631072074509748
20,"state=7/foldid=0/ask_ids=['91:2', '148:3', '111:4', '110:2', '158:1', '160:1', '118:1', '121:2', '157:2', '107:2']",cnn-sep,rs,138,0.7296088087201903
21,"state=7/foldid=0/ask_ids=['87:4', '49:3', '130:2', '159:1', '116:3', '80:2', '108:2', '115:4', '105:4', '52:3']",cnn-sep,rs,148,0.7869392684610076
22,"state=7/foldid=0/ask_ids=['138:2', '59:2', '57:3', '48:4', '124:2', '83:2', '70:4', '137:1', '155:2', '76:1']",cnn-sep,rs,158,0.7648809523809524
23,"state=7/foldid=0/ask_ids=['135:2', '61:4', '129:2', '101:1', '54:1', '65:4', '86:2', '96:2']",cnn-sep,rs,166,0.8126137303556659
0,"state=7/foldid=1/ask_ids=['98:2', '68:2', '164:1', '78:1', '71:3', '52:3', '60:1', '48:3', '139:2', '109:3']",cnn-sep,lc,58,0.6745027770971167
1,"state=7/foldid=1/ask_ids=['117:3', '134:2', '83:2', '141:2', '146:1', '123:4', '64:1', '58:3', '96:2', '62:4']",cnn-sep,lc,68,0.6894281157439052
2,"state=7/foldid=1/ask_ids=['82:3', '151:3', '65:4', '110:2', '97:3', '140:1', '157:2', '61:4', '143:3', '75:1']",cnn-sep,lc,78,0.7739784414013089
3,"state=7/foldid=1/ask_ids=['81:3', '149:2', '144:3', '49:3', '122:1', '76:1', '91:2', '95:1', '128:3', '89:3']",cnn-sep,lc,88,0.7751424014581909
4,"state=7/foldid=1/ask_ids=['162:2', '129:2', '136:2', '69:2', '105:4', '135:2', '87:4', '148:3', '106:2', '132:2']",cnn-sep,lc,98,0.7716622284088847
5,"state=7/foldid=1/ask_ids=['79:3', '138:2', '93:2', '119:2', '107:2', '114:2', '67:1', '130:2', '147:2', '142:1']",cnn-sep,lc,108,0.7590939153439153
6,"state=7/foldid=1/ask_ids=['50:1', '126:2', '163:1', '159:1', '137:1', '57:3', '54:1', '160:1', '92:1', '100:1']",cnn-sep,lc,118,0.7699242017537133
7,"state=7/foldid=1/ask_ids=['104:3', '111:3', '161:2', '101:1', '152:2', '80:2', '131:1', '84:2', '158:1', '150:1']",cnn-sep,lc,128,0.7710354779320296
8,"state=7/foldid=1/ask_ids=['153:4', '133:4', '120:4', '155:2', '77:2', '59:2', '56:4', '72:2', '113:2', '102:2']",cnn-sep,lc,138,0.7702181714813631
9,"state=7/foldid=1/ask_ids=['66:1', '112:2', '94:2', '53:2', '124:2', '127:2', '55:3', '90:2', '73:2', '99:2']",cnn-sep,lc,148,0.7800874107238036
10,"state=7/foldid=1/ask_ids=['108:2', '145:1', '118:1', '154:1', '86:2', '103:2', '51:1', '156:4', '121:2', '165:4']",cnn-sep,lc,158,0.8000325158693803
11,"state=7/foldid=1/ask_ids=['88:3', '115:4', '116:3', '74:3', '70:4', '63:3', '85:3', '125:3']",cnn-sep,lc,166,0.814484126984127
12,"state=7/foldid=1/ask_ids=['121:2', '108:2', '94:2', '60:1', '147:2', '64:1', '144:3', '137:1', '123:4', '165:4']",cnn-sep,rs,58,0.6717960922979282
13,"state=7/foldid=1/ask_ids=['135:2', '90:2', '156:4', '109:3', '163:1', '74:3', '99:2', '102:2', '160:1', '142:1']",cnn-sep,rs,68,0.7246849196001739
14,"state=7/foldid=1/ask_ids=['58:3', '161:2', '84:2', '115:4', '73:2', '92:1', '56:4', '67:1', '89:3', '151:3']",cnn-sep,rs,78,0.7463223051458345
15,"state=7/foldid=1/ask_ids=['128:3', '55:3', '113:2', '159:1', '103:2', '101:1', '138:2', '130:2', '143:3', '127:2']",cnn-sep,rs,88,0.770019954029175
16,"state=7/foldid=1/ask_ids=['134:2', '98:2', '62:4', '86:2', '118:1', '57:3', '54:1', '76:1', '52:3', '133:4']",cnn-sep,rs,98,0.7592934683451926
17,"state=7/foldid=1/ask_ids=['154:1', '65:4', '122:1', '68:2', '93:2', '106:2', '87:4', '148:3', '77:2', '112:2']",cnn-sep,rs,108,0.7575800449051149
18,"state=7/foldid=1/ask_ids=['116:3', '150:1', '157:2', '78:1', '126:2', '80:2', '82:3', '69:2', '48:3', '51:1']",cnn-sep,rs,118,0.7881139258329761
19,"state=7/foldid=1/ask_ids=['164:1', '117:3', '88:3', '114:2', '61:4', '71:3', '100:1', '132:2', '153:4', '146:1']",cnn-sep,rs,128,0.7221446319452041
20,"state=7/foldid=1/ask_ids=['63:3', '139:2', '125:3', '140:1', '104:3', '66:1', '149:2', '162:2', '96:2', '158:1']",cnn-sep,rs,138,0.7876110731373889
21,"state=7/foldid=1/ask_ids=['85:3', '105:4', '50:1', '141:2', '49:3', '75:1', '59:2', '95:1', '83:2', '110:2']",cnn-sep,rs,148,0.7913961038961039
22,"state=7/foldid=1/ask_ids=['107:2', '79:3', '136:2', '111:3', '97:3', '155:2', '129:2', '124:2', '91:2', '72:2']",cnn-sep,rs,158,0.7939393939393938
23,"state=7/foldid=1/ask_ids=['81:3', '70:4', '131:1', '53:2', '120:4', '119:2', '152:2', '145:1']",cnn-sep,rs,166,0.8021860206070732
0,"state=7/foldid=2/ask_ids=['143:3', '49:3', '117:3', '72:2', '61:4', '163:1', '100:1', '118:1', '146:1', '159:1']",cnn-sep,lc,58,0.6496991104133962
1,"state=7/foldid=2/ask_ids=['80:2', '73:2', '67:1', '78:1', '113:2', '132:2', '157:2', '103:2', '119:2', '137:1']",cnn-sep,lc,68,0.7039610682903366
2,"state=7/foldid=2/ask_ids=['91:2', '120:4', '115:4', '99:2', '124:2', '105:4', '150:1', '111:4', '65:4', '110:2']",cnn-sep,lc,78,0.6628205128205128
3,"state=7/foldid=2/ask_ids=['79:3', '95:1', '161:2', '133:4', '156:4', '107:2', '97:3', '58:3', '89:3', '66:1']",cnn-sep,lc,88,0.7438822751322751
4,"state=7/foldid=2/ask_ids=['116:3', '151:3', '77:2', '144:3', '55:3', '63:3', '104:3', '86:2', '82:3', '125:3']",cnn-sep,lc,98,0.7845740477319425
5,"state=7/foldid=2/ask_ids=['62:4', '74:3', '84:2', '81:3', '165:4', '56:4', '128:3', '142:1', '140:1', '130:2']",cnn-sep,lc,108,0.7253651522674611
6,"state=7/foldid=2/ask_ids=['85:3', '123:4', '153:4', '52:3', '106:2', '122:1', '160:1', '68:2', '93:2', '59:2']",cnn-sep,lc,118,0.861445879164674
7,"state=7/foldid=2/ask_ids=['69:2', '129:2', '155:2', '94:2', '102:2', '114:2', '108:2', '121:2', '139:2', '141:2']",cnn-sep,lc,128,0.8658011875988071
8,"state=7/foldid=2/ask_ids=['48:3', '154:1', '70:4', '131:1', '148:3', '75:1', '57:3', '127:2', '164:1', '152:2']",cnn-sep,lc,138,0.8342219184324448
9,"state=7/foldid=2/ask_ids=['88:3', '109:3', '50:1', '92:1', '126:2', '83:2', '101:1', '51:1', '64:1', '149:2']",cnn-sep,lc,148,0.8028265107212476
10,"state=7/foldid=2/ask_ids=['96:2', '135:2', '71:2', '98:2', '112:2', '136:2', '138:2', '54:1', '60:1', '134:1']",cnn-sep,lc,158,0.8454558288061997
11,"state=7/foldid=2/ask_ids=['76:1', '158:1', '162:2', '90:1', '53:2', '147:2', '145:1', '87:4']",cnn-sep,lc,166,0.7429574895092137
12,"state=7/foldid=2/ask_ids=['165:4', '50:1', '152:2', '114:2', '110:2', '159:1', '70:4', '58:3', '135:2', '103:2']",cnn-sep,rs,58,0.7406633722671458
13,"state=7/foldid=2/ask_ids=['55:3', '78:1', '119:2', '109:3', '130:2', '86:2', '158:1', '80:2', '129:2', '117:3']",cnn-sep,rs,68,0.7514343171467439
14,"state=7/foldid=2/ask_ids=['146:1', '113:2', '79:3', '98:2', '54:1', '111:4', '105:4', '101:1', '134:1', '73:2']",cnn-sep,rs,78,0.661492251709643
15,"state=7/foldid=2/ask_ids=['107:2', '116:3', '75:1', '51:1', '57:3', '118:1', '133:4', '162:2', '163:1', '112:2']",cnn-sep,rs,88,0.6974777759470232
16,"state=7/foldid=2/ask_ids=['160:1', '91:2', '94:2', '56:4', '100:1', '104:3', '95:1', '137:1', '122:1', '97:3']",cnn-sep,rs,98,0.7805330086580087
17,"state=7/foldid=2/ask_ids=['83:2', '77:2', '52:3', '71:2', '53:2', '64:1', '74:3', '108:2', '141:2', '61:4']",cnn-sep,rs,108,0.7890917233022495
18,"state=7/foldid=2/ask_ids=['151:3', '88:3', '123:4', '63:3', '60:1', '156:4', '106:2', '96:2', '59:2', '131:1']",cnn-sep,rs,118,0.841493278993279
19,"state=7/foldid=2/ask_ids=['69:2', '142:1', '76:1', '153:4', '127:2', '144:3', '89:3', '85:3', '148:3', '102:2']",cnn-sep,rs,128,0.835813492063492
20,"state=7/foldid=2/ask_ids=['150:1', '99:2', '68:2', '48:3', '67:1', '72:2', '90:1', '164:1', '125:3', '147:2']",cnn-sep,rs,138,0.8455882352941176
21,"state=7/foldid=2/ask_ids=['154:1', '81:3', '128:3', '121:2', '120:4', '140:1', '145:1', '126:2', '139:2', '93:2']",cnn-sep,rs,148,0.7895315968849955
22,"state=7/foldid=2/ask_ids=['149:2', '65:4', '82:3', '138:2', '161:2', '155:2', '136:2', '92:1', '84:2', '49:3']",cnn-sep,rs,158,0.7390251199106685
23,"state=7/foldid=2/ask_ids=['62:4', '132:2', '143:3', '66:1', '115:4', '157:2', '124:2', '87:4']",cnn-sep,rs,166,0.831701518820163
0,"state=8/foldid=0/ask_ids=['129:2', '81:3', '109:3', '151:3', '143:3', '113:2', '139:2', '84:2', '73:2', '127:2']",cnn-sep,lc,58,0.7245833333333332
1,"state=8/foldid=0/ask_ids=['153:4', '106:2', '158:1', '83:2', '104:3', '65:4', '128:2', '66:1', '101:1', '70:3']",cnn-sep,lc,68,0.8071196529236792
2,"state=8/foldid=0/ask_ids=['107:2', '160:1', '48:3', '86:2', '111:3', '131:1', '74:3', '59:2', '97:3', '94:2']",cnn-sep,lc,78,0.7276887340301974
3,"state=8/foldid=0/ask_ids=['52:3', '156:4', '63:3', '121:2', '161:2', '64:1', '51:1', '137:1', '122:1', '146:1']",cnn-sep,lc,88,0.7922537099946362
4,"state=8/foldid=0/ask_ids=['89:3', '123:3', '159:1', '78:1', '88:3', '69:2', '145:1', '56:4', '95:1', '93:1']",cnn-sep,lc,98,0.7675541584608393
5,"state=8/foldid=0/ask_ids=['79:3', '120:4', '92:1', '62:4', '55:3', '58:3', '82:3', '130:2', '105:4', '114:2']",cnn-sep,lc,108,0.8370235880854888
6,"state=8/foldid=0/ask_ids=['61:4', '87:4', '165:4', '154:1', '100:1', '163:1', '80:2', '134:1', '76:1', '144:3']",cnn-sep,lc,118,0.8463138262635835
7,"state=8/foldid=0/ask_ids=['53:2', '147:2', '85:3', '110:2', '117:3', '57:3', '98:2', '67:1', '136:2', '152:2']",cnn-sep,lc,128,0.8790807649880498
8,"state=8/foldid=0/ask_ids=['50:1', '54:1', '115:4', '150:1', '49:3', '135:2', '140:1', '142:1', '112:2', '77:2']",cnn-sep,lc,138,0.8416816188197767
9,"state=8/foldid=0/ask_ids=['125:3', '102:2', '148:3', '141:2', '155:2', '126:2', '157:2', '116:2', '90:1', '96:2']",cnn-sep,lc,148,0.8694024907260202
10,"state=8/foldid=0/ask_ids=['91:2', '149:2', '138:2', '132:2', '99:2', '124:2', '164:1', '72:2', '162:2', '68:2']",cnn-sep,lc,158,0.8497063880355495
11,"state=8/foldid=0/ask_ids=['103:2', '108:2', '71:2', '133:4', '119:2', '60:1', '75:1', '118:1']",cnn-sep,lc,166,0.903564957002457
12,"state=8/foldid=0/ask_ids=['98:2', '137:1', '91:2', '117:3', '67:1', '72:2', '115:4', '161:2', '104:3', '125:3']",cnn-sep,rs,58,0.7585473963423147
13,"state=8/foldid=0/ask_ids=['94:2', '140:1', '99:2', '82:3', '128:2', '145:1', '135:2', '113:2', '63:3', '64:1']",cnn-sep,rs,68,0.8115118928927503
14,"state=8/foldid=0/ask_ids=['163:1', '86:2', '160:1', '92:1', '147:2', '112:2', '126:2', '130:2', '165:4', '58:3']",cnn-sep,rs,78,0.7411304833954512
15,"state=8/foldid=0/ask_ids=['68:2', '53:2', '111:3', '102:2', '65:4', '66:1', '51:1', '120:4', '133:4', '122:1']",cnn-sep,rs,88,0.7120525723083063
16,"state=8/foldid=0/ask_ids=['159:1', '85:3', '87:4', '138:2', '164:1', '89:3', '108:2', '79:3', '52:3', '57:3']",cnn-sep,rs,98,0.7548047838428964
17,"state=8/foldid=0/ask_ids=['123:3', '106:2', '127:2', '76:1', '77:2', '155:2', '109:3', '56:4', '80:2', '74:3']",cnn-sep,rs,108,0.8253393665158371
18,"state=8/foldid=0/ask_ids=['150:1', '84:2', '88:3', '55:3', '146:1', '141:2', '93:1', '62:4', '73:2', '97:3']",cnn-sep,rs,118,0.8226475556438793
19,"state=8/foldid=0/ask_ids=['78:1', '144:3', '83:2', '96:2', '153:4', '157:2', '103:2', '71:2', '90:1', '105:4']",cnn-sep,rs,128,0.8250025486148278
20,"state=8/foldid=0/ask_ids=['69:2', '50:1', '151:3', '59:2', '156:4', '134:1', '81:3', '148:3', '121:2', '75:1']",cnn-sep,rs,138,0.8330269607843137
21,"state=8/foldid=0/ask_ids=['116:2', '142:1', '61:4', '54:1', '101:1', '110:2', '95:1', '143:3', '114:2', '132:2']",cnn-sep,rs,148,0.8164384936222014
22,"state=8/foldid=0/ask_ids=['100:1', '124:2', '70:3', '152:2', '118:1', '136:2', '119:2', '131:1', '49:3', '129:2']",cnn-sep,rs,158,0.8511690609904896
23,"state=8/foldid=0/ask_ids=['149:2', '139:2', '162:2', '107:2', '48:3', '60:1', '154:1', '158:1']",cnn-sep,rs,166,0.8802036913250149
0,"state=8/foldid=1/ask_ids=['85:3', '62:4', '79:3', '105:4', '143:3', '99:2', '90:1', '56:4', '65:4', '153:4']",cnn-sep,lc,58,0.741140235304995
1,"state=8/foldid=1/ask_ids=['52:2', '162:2', '135:2', '133:4', '108:2', '74:3', '139:2', '87:4', '115:4', '49:3']",cnn-sep,lc,68,0.5980911330049261
2,"state=8/foldid=1/ask_ids=['141:2', '83:2', '110:2', '69:2', '144:2', '70:3', '132:2', '63:3', '147:2', '80:2']",cnn-sep,lc,78,0.768781025923883
3,"state=8/foldid=1/ask_ids=['59:2', '58:2', '130:2', '163:1', '165:4', '134:1', '120:4', '55:3', '86:2', '61:4']",cnn-sep,lc,88,0.797853748082581
4,"state=8/foldid=1/ask_ids=['157:2', '48:3', '160:1', '88:3', '156:4', '91:2', '102:2', '159:1', '119:2', '67:1']",cnn-sep,lc,98,0.7492289758228847
5,"state=8/foldid=1/ask_ids=['154:1', '66:1', '60:1', '145:1', '123:3', '64:1', '146:1', '150:1', '78:1', '97:3']",cnn-sep,lc,108,0.7062918561389003
6,"state=8/foldid=1/ask_ids=['77:2', '121:2', '128:2', '98:1', '76:1', '94:2', '161:2', '112:2', '71:2', '124:2']",cnn-sep,lc,118,0.7354979017310719
7,"state=8/foldid=1/ask_ids=['89:3', '111:3', '125:3', '117:3', '140:1', '151:3', '155:2', '116:2', '137:1', '152:2']",cnn-sep,lc,128,0.7574925074925074
8,"state=8/foldid=1/ask_ids=['142:1', '107:2', '158:1', '138:2', '103:2', '113:2', '106:2', '129:1', '75:1', '122:1']",cnn-sep,lc,138,0.7550689620457063
9,"state=8/foldid=1/ask_ids=['54:1', '92:1', '118:1', '101:1', '50:1', '114:2', '95:1', '53:2', '51:1', '127:2']",cnn-sep,lc,148,0.7974728487886382
10,"state=8/foldid=1/ask_ids=['136:2', '104:2', '57:3', '84:2', '68:2', '148:3', '93:1', '72:2', '149:2', '73:2']",cnn-sep,lc,158,0.7231911746579563
11,"state=8/foldid=1/ask_ids=['96:2', '126:2', '164:1', '100:1', '131:1', '109:3', '81:3', '82:3']",cnn-sep,lc,166,0.7896893462931199
12,"state=8/foldid=1/ask_ids=['164:1', '156:4', '53:2', '147:2', '96:2', '125:3', '77:2', '104:2', '123:3', '119:2']",cnn-sep,rs,58,0.6806126369954557
13,"state=8/foldid=1/ask_ids=['66:1', '108:2', '158:1', '120:4', '121:2', '98:1', '117:3', '80:2', '61:4', '52:2']",cnn-sep,rs,68,0.7145815383111209
14,"state=8/foldid=1/ask_ids=['82:3', '99:2', '109:3', '161:2', '155:2', '134:1', '107:2', '132:2', '159:1', '91:2']",cnn-sep,rs,78,0.7534985040674529
15,"state=8/foldid=1/ask_ids=['111:3', '101:1', '71:2', '63:3', '142:1', '62:4', '160:1', '128:2', '112:2', '138:2']",cnn-sep,rs,88,0.6540330537307459
16,"state=8/foldid=1/ask_ids=['115:4', '78:1', '81:3', '152:2', '76:1', '88:3', '165:4', '105:4', '103:2', '126:2']",cnn-sep,rs,98,0.6746327683615818
17,"state=8/foldid=1/ask_ids=['129:1', '59:2', '67:1', '60:1', '73:2', '56:4', '139:2', '145:1', '153:4', '140:1']",cnn-sep,rs,108,0.7426293667572739
18,"state=8/foldid=1/ask_ids=['55:3', '141:2', '162:2', '146:1', '89:3', '51:1', '102:2', '94:2', '133:4', '72:2']",cnn-sep,rs,118,0.6922986854489693
